target,method,coverage,retained_growth_group_count,mae,median_absolute_error,pearson_r,retained_growth_run_ids
Rq_nm,M14a_regularized_alpha10,0.8260869565217391,19,1.2898965133726459,1.0699782146614782,0.5373149441447109,6029;6033;6048;6056;6057;6062;6070;6078;6081;6084;6101;6047;6028;6095;6082;6063;6085;6080;6072
Rq_nm,M14a_regularized_alpha10,0.7391304347826086,17,1.2746985083488735,0.9234248733198549,0.5445464660418442,6029;6033;6048;6056;6057;6062;6070;6078;6081;6084;6101;6047;6028;6095;6082;6063;6085
Rq_nm,M14a_regularized_alpha10,0.6086956521739131,14,1.1878366865066656,0.9153952286708384,0.6210086213680616,6029;6033;6048;6056;6057;6062;6070;6078;6081;6084;6101;6047;6028;6095
Rq_nm,M14a_regularized_alpha10,0.5217391304347826,12,0.8340118570505851,0.9032283814197326,0.5589146499151434,6029;6033;6048;6056;6057;6062;6070;6078;6081;6084;6101;6047
Rq_nm,M14b_rheed_density_weighted,1.0,23,1.4961357322474085,0.9739018393822481,0.3724637951747647,6029;6033;6048;6056;6057;6062;6070;6078;6081;6084;6101;6095;6047;6082;6063;6028;6085;6080;6072;6094;6090;6099;6022
Rq_nm,M14b_rheed_density_weighted,0.9130434782608695,21,1.2184848084480997,0.9479180603665198,0.4913638564817645,6029;6033;6048;6056;6057;6062;6070;6078;6081;6084;6101;6095;6047;6082;6063;6028;6085;6080;6072;6094;6090
Rq_nm,M14b_rheed_density_weighted,0.8260869565217391,19,1.201550235449811,0.9479180603665198,0.5681424066807312,6029;6033;6048;6056;6057;6062;6070;6078;6081;6084;6101;6095;6047;6082;6063;6028;6085;6080;6072
Rq_nm,M14b_rheed_density_weighted,0.7391304347826086,17,1.192536830881129,0.9479180603665198,0.566514041958603,6029;6033;6048;6056;6057;6062;6070;6078;6081;6084;6101;6095;6047;6082;6063;6028;6085
Rq_nm,M14b_rheed_density_weighted,0.6086956521739131,14,1.0770746962549829,0.9183678100826387,0.6502079335957313,6029;6033;6048;6056;6057;6062;6070;6078;6081;6084;6101;6095;6047;6082
Rq_nm,M14b_rheed_density_weighted,0.5217391304347826,12,1.1205288206185136,0.9609099498743839,0.680270476395787,6029;6033;6048;6056;6057;6062;6070;6078;6081;6084;6101;6095
